"logFC","logCPM","PValue","FDR","ID"
2.18447107746307,2.74512517006229,2.75535811957737e-09,3.04130662210328e-08,"662"
2.18087725436051,3.40429539404649,1.13507011191058e-13,2.0425882535187e-12,"4199"
2.17962463240512,2.77421958992295,1.08589001069518e-09,1.25628408610895e-08,"1441"
2.17773249318955,3.15344327599418,6.42506086956858e-12,9.62744914039143e-11,"2705"
2.17517446589773,2.87397452731795,3.99464238213771e-10,4.86454686497014e-09,"6147"
2.1736429559342,4.50994049106199,9.38027327234896e-20,2.85849900602801e-18,"407"
2.16751698918882,2.73865816059114,3.47976635702355e-09,3.77504938789098e-08,"5809"
2.15604669505131,3.38176267539041,2.73769360426825e-13,4.68666484012919e-12,"14166"
2.15520054001294,3.55858773335542,3.68884503963659e-14,6.95459017651446e-13,"596"
2.14877248702479,13.5946407464804,5.79918453430443e-30,3.7575944840877e-28,"13563"
2.14654591740074,3.74839215678351,1.98015358780606e-15,4.24782100163821e-14,"772"
2.14460508103741,3.42143201232124,1.68777808655418e-13,2.97515942184134e-12,"9174"
2.14235780303154,4.48555647153098,1.53154247419665e-19,4.57175060890304e-18,"5592"
2.14095505882371,5.81470373507321,1.39451986644116e-24,6.15696736381054e-23,"3752"
2.13469238969348,6.97252155947326,3.86763974566068e-27,2.07421301049062e-25,"13568"
2.13316163711631,5.04401334211723,5.00013334087325e-22,1.83612246569591e-20,"1556"
2.13180258292458,2.7918829212233,2.0729538298067e-09,2.31909419321627e-08,"2090"
2.12958644965157,3.6510180003656,6.80650506269758e-15,1.38501070327238e-13,"14205"
2.12854310653817,3.46186275654161,2.33574560173539e-13,4.04230904730597e-12,"4614"
2.12693678896492,2.54267306233153,4.31386722728463e-08,4.09289201949019e-07,"9005"
2.12669825072592,5.54710584910081,1.58320463358772e-23,6.38155837975858e-22,"2509"
2.1208546689681,3.9224310162153,5.98196201564867e-16,1.34718326058233e-14,"11287"
2.11840997366662,1.75288242654309,0.00126094108068279,0.00538680612438408,"18368"
